animal,type [1],mouse [2],lineage [3],DOB [4],date [5],age [6],weight [7],description [8],recordingBatch [9],rec. computer[10],recording folder [11],recordings [12],comment [13],,,,,,,,,,,,
201220_m64,B6-PV Cre,male #64,B6-PV Cre,201220,210127,37,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-5.5 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
201221_f65,B6-PV Cre,female #65,B6-PV Cre,201229,210128,38,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210201,41,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"2:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210202,42,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,"3:30 pm : 30 min head-fixed motorized,  50ul of atropine and dexamethasone",,,,,,,,,,,,
,,,,,210203,43,,locomotion recording with saline infusion,,behaviorPC,2021.02.03_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210204,44,,locomotion recording with saline infusion,,behaviorPC,2021.02.04_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210205,45,,locomotion recording with saline infusion,,behaviorPC,2021.02.05_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210208,48,,locomotion recording with saline infusion,,behaviorPC,2021.02.08_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210209,49,,locomotion recording with saline infusion,,behaviorPC,2021.02.09_000,locomotion_recording_setup2_001,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210210,50,,locomotion recording with saline infusion,,behaviorPC,2021.02.10_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ONLY TRIAL 3 AND 4 WERE RECORDED,,,,,,,,,,,,
,,,,,210211,51,,locomotion recording with saline infusion,,behaviorPC,2021.02.11_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,210212,52,,locomotion recording with saline infusion,,behaviorPC,2021.02.12_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am MISSING VIDEOS FOR TRIAL 1 AND 2 ,,,,,,,,,,,,
,,,,,210215,55,,locomotion recording with saline infusion,,behaviorPC,2021.02.15_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am ,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,non-motorized session,,,,,,,,,,,,
,,,,,210216,56,,locomotion recording with saline infusion,,behaviorPC,2021.02.16_000,locomotion_recording_setup2_000,"0.4ul saline at 10:00 am, no videos camera couldn't start",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,"videos OK, motorized sessions at 11:00 am, 30min late ",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,"non-motorized session, perfusion with PFA after 200µl kétamine/xylasine injection",,,,,,,,,,,,
201221_f61,B6-PV Cre,female #61,B6-PV Cre,201221,210128,38,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210201,41,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"2:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210202,42,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,"3:30 pm : 30 min head-fixed motorized,  50ul of atropine and dexamethasone",,,,,,,,,,,,
,,,,,210203,43,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.03_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210204,44,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.04_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210205,45,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.05_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210208,48,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.08_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210209,49,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.09_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210210,50,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.10_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210211,51,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.11_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210212,52,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.12_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,210215,55,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.15_001,locomotion_recording_setup2_000,0.4ul muscimol at 10:30 am ,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,non-motorized session,,,,,,,,,,,,
,,,,,210216,56,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.16_001,locomotion_recording_setup2_000,"0.4ul muscimol at 11:30 am 30min late camera couldn't start, no videos",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,"motorized sessions at 11:00 am, 30min late, videos missing on 2nd trial... ",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_002,supplementary recording for missing video on 2nd trial,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,"non-motorized session, perfusion with PFA after 200µl kétamine/xylasine injection",,,,,,,,,,,,
201221_f66,B6-PV Cre,female #66,B6-PV Cre,201229,210128,38,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210201,41,,Habituation 1 ,,,,,"9:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"2:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210202,42,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,"3:30 pm : 30 min head-fixed motorized,  50ul of atropine and dexamethasone",,,,,,,,,,,,
,,,,,210203,43,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.03_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210204,44,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.04_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210205,45,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.05_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210208,48,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.08_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210209,49,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.09_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210210,50,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.10_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210211,51,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.11_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210212,52,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.12_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,210215,55,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.15_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:15 am ,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,non-motorized session,,,,,,,,,,,,
,,,,,210216,56,,locomotion recording with muscimol infusion,,behaviorPC,2021.02.16_002,locomotion_recording_setup2_000,0.4ul muscimol at 11:45 am 30min late ,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_no_motorization_000,"non-motorized session, perfusion with PFA after 200µl kétamine/xylasine injection",,,,,,,,,,,,
210113_m77,B6-PV Cre,male #77,B6-PV Cre,210113,210218,36,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210222,41,,Habituation 1 ,,,,,"9:00 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"5:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210223,42,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,11:30 am : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,210224,43,,locomotion recording with saline infusion,,behaviorPC,2021.02.24_000,locomotion_recording_setup2_002,"0.4ul saline at 10:00 am, first two recordings aborted because camera acquisition didn't launch",,,,,,,,,,,,
,,,,,210225,44,,locomotion recording with saline infusion,,behaviorPC,2021.02.25_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210226,43,,locomotion recording with saline infusion,,behaviorPC,2021.02.26_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am VIDEO 001 AND 002 MISSING,,,,,,,,,,,,
,,,,,210301,46,,locomotion recording with saline infusion,,behaviorPC,2021.03.01_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210302,47,,locomotion recording with saline infusion,,behaviorPC,2021.03.02_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210303,48,,locomotion recording with saline infusion,,behaviorPC,2021.03.03_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210304,49,,locomotion recording with saline infusion,,behaviorPC,2021.03.04_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210305,50,,locomotion recording with saline infusion,,behaviorPC,2021.03.05_000,locomotion_recording_setup2_000,0.4ul saline at 10:00 am VIDEO MISSING ON 2ND AND 3RD TRIALS,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,0.4ul saline at 10:00 am new recording 2ND TRIAL,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_002,0.4ul saline at 10:00 am new recording 3RD TRIAL,,,,,,,,,,,,
,,,,,210308,53,,locomotion recording with saline infusion,,behaviorPC,2021.03.08_000,locomotion_recording_setup2_000,0.4ul saline at 1:00 pm,,,,,,,,,,,,
,,,,,210309,54,,locomotion recording with saline infusion,,behaviorPC,2021.03.09_000,locomotion_recording_setup2_000,0.4ul saline at 11:00 am animal perfused,,,,,,,,,,,,
210113_m78,B6-PV Cre,male #78,B6-PV Cre,210113,210218,36,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210222,41,,Habituation 1 ,,,,,"9:00 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,0.4ul FCM at 10:00 am ,,,,,,,,,,,,
,,,,,210223,42,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,11:30 am : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,210224,43,,locomotion recording with saline infusion,,behaviorPC,2021.02.24_001,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,210225,44,,locomotion recording with saline infusion,,behaviorPC,2021.02.25_001,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,210226,45,,locomotion recording with saline infusion,,behaviorPC,2021.02.26_001,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,210301,48,,locomotion recording with saline infusion,,behaviorPC,2021.03.01_001,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,210302,47,,locomotion recording with saline infusion,,behaviorPC,2021.03.02_001,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210303,48,,locomotion recording with saline infusion,,behaviorPC,2021.03.03_001,locomotion_recording_setup2_000,0.4ul saline at 10:00 am,,,,,,,,,,,,
,,,,,210304,49,,locomotion recording with saline infusion,,behaviorPC,2021.03.04_001,locomotion_recording_setup2_000,"0.4ul saline at 10:00 am, ONLY FIRST VIDEO RECORDED BECAUSE CAMERA BUG",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,"0.4ul saline at 10:00 am, NO VIDEOS ON 2ND TRIAL  BECAUSE CAMERA BUG",,,,,,,,,,,,
,,,,,210305,50,,locomotion recording with saline infusion,,behaviorPC,2021.03.05_001,locomotion_recording_setup2_000,0.4ul saline at 10:00 am VIDEO MISSING ON 3RD TRIAL,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,0.4ul saline at 10:00 am ONE MORE VIDEO RECORDING,,,,,,,,,,,,
,,,,,210308,53,,locomotion recording with saline infusion,,behaviorPC,2021.03.08_001,locomotion_recording_setup2_000,0.4ul saline at 1:20 pm ONLY FIRST VIDEO RECORDED BECAUSE CAMERA BUG,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_001,"ONLY FIRST VIDEO RECORDED BECAUSE CAMERA BUG; video with many stripes, not used in analysis",,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_002,ONLY FIRST VIDEO RECORDED BECAUSE CAMERA BUG,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_003,ONLY TWO VIDEO RECORDED BECAUSE CAMERA BUG,,,,,,,,,,,,
,,,,,,,,,,,,locomotion_recording_setup2_004,LAST VIDEO,,,,,,,,,,,,
,,,,,210309,54,,locomotion recording with saline infusion,,behaviorPC,2021.03.09_001,locomotion_recording_setup2_000,0.4ul saline at 11:20 am animal perfused,,,,,,,,,,,,
210113_f79,B6-PV Cre,male #79,B6-PV Cre,210113,210218,36,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,210222,41,,Habituation 1 ,,,,,"9:00 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"5:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210223,42,23.1,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,11:30 am : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,210224,43,22.6,locomotion recording with muscimol infusion,,behaviorPC,2021.02.24_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210225,44,21.4,locomotion recording with muscimol infusion,,behaviorPC,2021.02.25_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210226,45,21.8,locomotion recording with muscimol infusion,,behaviorPC,2021.02.26_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210301,48,19.1,locomotion recording with muscimol infusion,,behaviorPC,2021.03.01_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210302,49,18.9,locomotion recording with FCM infusion,,behaviorPC,2021.03.02_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210303,50,18.7,locomotion recording with FCM infusion,,behaviorPC,2021.03.03_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210304,51,18.7,locomotion recording with FCM infusion,,behaviorPC,2021.03.04_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210305,52,18.7,locomotion recording with FCM infusion,,behaviorPC,2021.03.05_002,locomotion_recording_setup2_000,0.4ul FCM at 10:40 am ,,,,,,,,,,,,
,,,,,210308,53,18.7,locomotion recording with FCM infusion,,behaviorPC,2021.03.08_002,locomotion_recording_setup2_000,0.4ul FCM at 2:40 pm ,,,,,,,,,,,,
,,,,,210309,54,18.7,locomotion recording with FCM infusion,,behaviorPC,2021.03.09_002,locomotion_recording_setup2_000,0.4ul FCM at 1:00 pm ,,,,,,,,,,,,
210111_m68,B6-PV Cre,male #68,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"pGP-AAV9-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210111_m69,B6-PV Cre,male #68,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"pGP-AAV9-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210111_m70,B6-PV Cre,male #70,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"pGP-AAV9-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210111_f71,B6-PV Cre,female #71,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"pGP-AAV9-syn-FLEX-jGCaMP7f-WPRE (1/10) + AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210111_f72,B6-PV Cre,female #72,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210111_f73,B6-PV Cre,female #73,B6-PV Cre,210111,210219,39,,virus injection in simplex ,,,,,"AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/100): 1ul, AP=-6 ML=+2 Z=400µm from brain surface ",,,,,,,,,,,,
,,,,,210315,53,,PERFUSION,,,,,Perfused by Ali,,,,,,,,,,,,
210120_m82,B6-PV Cre,male #82,B6-PV Cre,210120,210222,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,210315,52,,Chronic window & headplate surgery,,,,,"2 layers coverslips put on a slightly posterior position (3.2mm diameter 150µm over a 2.6mm diameter 400µm, surgery went well",,,,,,,,,,,,
,,,,,210317,54,,Habituation 1  + window check,,,,,"9:00 am : 1. Hab session, 5min handling, 5 min free walking, big field of view, lots of cells",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"5:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210318,55,,Habituation 3,,,,,"9:00 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5:00 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,210322,59,,Window check,,,,,"regrowth, planning rescue surgery",,,,,,,,,,,,
,,,,,,,,Rescue surgery,,,,,"removed dura, put a new coverslip in place, waiting for recovery",,,,,,,,,,,,
,,,,,210401,69,,Window check,,,,,"blurry, focus problem, glass thickness ?",,,,,,,,,,,,
210120_m85,B6-PV Cre,male #85,B6-PV Cre,210120,210222,33,,virus injection in simplex ,,,,,pGP-AAV-syn-FLEX-jGCaMP7f-WPRE (1/10) 0.7µl: AP=-6 ML=+2 Z=400µm from brain surface ,,,,,,,,,,,,
,,,,,210318,55,,Chronic window & headplate surgery,,,,,"2 layers coverslips put on a slightly posterior position (3.2mm diameter 150µm over a 2.6mm diameter 400µm, light bleeding",,,,,,,,,,,,
,,,,,210319,56,,Habituation 1  ,,,,,"10:30 am : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"5:00 pm : 1. Hab session, 5 min free walking, 20 min head fixed",,,,,,,,,,,,
,,,,,210322,59,,Habituation 3,,,,,"9:30 am : 30 min head-fixed motorized, ",,,,,,,,,,,,
,,,,,,,,Habituation 4 and window check,,,,,"2:30 pm : 30 min head-fixed motorized, smaller FOV compared to other mice, a bit blurry, regrowth ?",,,,,,,,,,,,
,,,,,210323,60,25.6,locomotion recording with motorization,,,2021.03.23_001,"locomotionTriggerSIAndMotor60sec_000, mouse85_d1_00001-5.tif",ROTARY ENCODER BUG FOR LAST 3 TRIALS,,,,,,,,,,,,
,,,,,210324,61,25.9,locomotion recording with motorization,,,2021.03.24_001,"locomotionTriggerSIAndMotor60sec_000, mouse85_d2_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,,,,,,,,"locomotionTriggerSIAndMotor60sec_001, mouse85_d2_820nm_00001.tif",820 nm,,,,,,,,,,,,
,,,,,210325,62,26,locomotion recording with motorization,,,2021.03.25_001,"locomotionTriggerSIAndMotor60sec_000, mouse85_d3_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,210326,63,26,locomotion recording with motorization,,,2021.03.26_001,"locomotionTriggerSIAndMotor60sec_000, mouse85_d4_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,210329,66,26.1,locomotion recording with motorization,,,2021.03.29_002,"locomotionTriggerSIAndMotor60sec_000, mouse85_d5_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,210330,67,26,locomotion recording with motorization,,,2021.03.30_002,"locomotionTriggerSIAndMotor60sec_000, mouse85_d6_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,210331,68,26,locomotion recording with motorization,,,2021.03.31_003,"locomotionTriggerSIAndMotor60sec_000, mouse85_d7_00001-5.tif",910nm OK,,,,,,,,,,,,
,,,,,210401,69,26.3,locomotion recording with motorization,,,2021.04.01_003,"locomotionTriggerSIAndMotor60sec_000, mouse85_d8_00001-5.tif",910nm OK,,,,,,,,,,,,
